source_category,product_name,code,categories_tags,additives_n,additives,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
breads,Sourdough White Ciabattin Bread,5025125000006,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:white-breads', 'en:sourdough-breads']",0,[],[],230.0,0.8,0.1,2.4,2.9,10.1,0.905
breads,Proper Sourdough,5025125000112,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sourdough-breads']",0,[],[],237.0,0.7,0.1,2.1,3.0,9.7,0.7875
breads,Sourdough Grains & Seeds,5025125000037,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:vegan', 'en:vegetarian']",0,[],[],237.0,2.7,0.3,1.4,4.7,10.7,0.89
breads,Tartine croustillante Authentique,7300400481595,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:crispbreads']",0,[],[],336.0,1.5,0.4,1.0,19.0,9.0,1.0
breads,Pain de mie grandes tranches Seigle & Graines 500g,3760049798609,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads']",1,[],['en:e282'],297.0,9.6,1.0,4.2,7.2,12.0,0.96
breads,Jasons Sourdough,5025125000129,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sourdough-breads']",0,[],[],233.0,1.1,0.2,2.6,3.6,9.3,0.855
breads,FIBRES,7300400481588,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:cereals-and-their-products', 'en:chips-and-fries', 'en:crisps', 'en:breads', 'en:crispbreads', 'en:crispbreads-wholemeal']",0,[],[],333.0,5.0,1.0,2.0,26.0,12.0,1.2
breads,Krisprolls complets sans sucres ajoutés,7311070032611,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",0,[],[],400.0,6.6,0.9,1.1,8.3,13.0,1.1
breads,14 Maxi Tranches complet sans sucres ajoutés,3029330022428,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],243.0,3.0,0.3,3.8,6.6,8.7,1.2
breads,Dark Rye Crispbread,5010265002911,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:crispbreads', 'en:rye-breads']",0,[],[],352.0,1.14,0.19,2.86,14.5,10.5,0.705
breads,Pain De Mie Bio,3760049790214,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:packaged-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads', 'fr:ecologie']",0,[],[],268.0,4.2,0.4,6.3,4.9,8.1,1.1
breads,Wholegrain Rye Bread,20006105,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:rye-breads', 'en:wholemeal-breads', 'en:pflanzliche-lebensmittel-und-getranke']",0,[],[],209.0,1.79,0.36,3.93,9.29,5.71,1.0
breads,Seed Sensations,5010003064744,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads']",3,[],"['en:e282', 'en:e300', 'en:e472e']",277.0,6.59,0.682,3.86,5.23,10.0,0.886
breads,Bakery Co. 5 The Original Bagels,5020364010113,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",2,[],"['en:e282', 'en:e300']",229.0,2.2,0.8,4.4,2.6,7.8,0.188
breads,Rye & Mixed Seed Sourdough Bread,5057967395088,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rye-and-wheat-breads', 'en:rye-breads', 'en:sourdough']",1,[],['en:e300'],262.0,4.4,0.8,2.4,6.8,8.6,0.765
breads,Tartines campagne 450g,3760049791006,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:pains-de-campagne', 'fr:pain-de-mie-de-campagne']",2,[],"['en:e282', 'en:e300']",274.0,6.5,0.5,2.6,3.9,8.9,1.2
breads,pain de mie grandes tranches spécial sandwich complet,4056489007180,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",1,[],['en:e262'],258.0,4.5,0.5,5.0,6.3,8.3,1.0
breads,Seeded Sourdough Bread,4088600246291,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads']",0,[],[],265.0,4.9,0.6,0.5,5.5,9.5,0.0021
breads,wasa,7300400481571,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:cereals-and-their-products', 'en:chips-and-fries', 'en:crisps', 'en:breads', 'en:crispbreads', 'en:crispbreads-wholemeal']",0,[],[],338.0,1.5,0.3,2.0,20.0,9.0,1.0
breads,Everyday White Rolls,5025125000150,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:white-breads']",1,[],['en:e300'],245.0,0.75,0.0125,3.38,1.8,10.0,0.762
breads,Harrys brioche tressee nature au sucre perle sans additifs 500g,3228857001231,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:cereals-and-their-products', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:brioches', 'fr:brioches-tressees', 'en:packaged-breads', 'en:pure-butter-brioche', 'fr:brioches-natures']",0,[],[],356.0,13.0,1.0,13.0,4.5,8.6,0.8
breads,100% mie complet 500g,3228857000166,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:sliced-breads-without-crust', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],250.0,4.3,0.4,5.5,6.5,7.5,1.1
breads,No. 6 Sourdough Majestic Malted,5025125000105,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",0,[],[],255.0,2.7,0.8,1.8,3.6,9.3,0.99
breads,Dark Rye Sourdough,4088600327587,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",0,[],[],234.0,1.3,0.1,1.5,5.2,7.9,0.7975
breads,Biscottes 6 Céréales,3392460480827,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:multigrain-rusks']",3,[],"['en:e300', 'en:e471', 'en:e481']",402.0,7.8,2.4,3.4,5.0,13.0,1.6
breads,MULTISEED WHOLEMEAL FARMHOUSE LOAF,1318180,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads', 'en:wholemeal-breads']",1,[],['en:e300'],270.0,7.5,1.1,4.2,7.4,12.8,0.84
breads,Brioche moins de sucre,3228857001378,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:brioches', 'fr:brioches-tranchees', 'fr:brioches-natures']",0,[],[],327.0,11.0,1.1,9.3,7.2,8.4,1.0
breads,White Sourdough,5057967395071,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",0,[],[],238.0,2.8,0.1,2.7,4.7,7.5,0.7675
breads,Pain de mie Bio grandes tranches céréales & graines 500g,3760049794298,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads', 'en:packaged-breads']",1,[],['en:e300'],310.0,8.6,0.9,4.9,4.0,9.2,1.0
breads,Pain grillé au blé complet,3017760542890,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:rusks', 'en:toasts']",2,[],"['en:e270', 'en:e300']",387.0,4.9,2.1,2.6,5.1,12.0,1.8
breads,Organic Piadina 4 Wholeblend Flatbreads with Extra Virgin Olive Oil,5060198641251,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:piadina', 'en:wheat-breads', 'en:wheat-flatbreads']",0,[],[],305.0,8.53,1.73,1.07,4.53,7.87,1.57
breads,Petit Pains Grillés Blé complet,4056489039518,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",1,[],['en:e300'],408.0,10.0,0.9,4.2,6.9,10.0,1.0
breads,Classic Torinesi Breadsticks,5060198640261,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:breadsticks']",0,[],[],402.0,6.5,1.0,2.8,1.2,19.8,2.1
breads,Harrys pain de mie 100% mie nature sans croute 500g,3228857000852,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:breads', 'en:sliced-breads', 'en:frozen-breads', 'en:sliced-breads-without-crust']",0,[],[],264.0,4.0,0.3,7.0,4.0,7.0,1.1
breads,Pain de mie grandes tranches Toastiligne complet,3760049790252,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:packaged-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",3,[],"['en:e282', 'en:e300', 'en:e471']",226.0,1.9,0.9,2.8,6.2,10.0,0.98
breads,Wholemeal bread 54kcal,5010044000404,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads']",5,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e', 'en:e481']",180.0,0.0,0.0,0.0,0.0,0.0,0.0
breads,Hand finished seeded sourdough bread,5000129341041,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:multi-seed-sour-dough-loaf', 'en:seeded-bread']",0,[],[],251.0,3.9,0.5,2.5,5.1,8.8,0.7
breads,Finn Crisp,6410500090014,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:crispbreads', 'en:crispbreads-wholemeal', 'en:sourdough-crisp-bread']",0,[],[],350.0,2.6,0.5,1.6,20.0,10.0,1.4
breads,6 Wraps blé complet,8410076470812,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",4,[],"['en:e422', 'en:e450', 'en:e471', 'en:e500', 'en:e500ii']",295.0,6.03,1.03,2.24,5.17,9.14,1.05
breads,Grilletine au froment sans sucres ajoutés,3182180001477,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls', 'en:wheat-rusk-slices']",2,[],"['en:e300', 'en:e965']",425.0,9.6,2.0,1.7,7.4,13.0,0.89
breads,Seeded Batch,5010044002552,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads']",5,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e', 'en:e481']",293.0,8.9,1.3,2.6,6.0,10.6,0.95
breads,The Original Crunchy Rye Breads,5010265002836,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:biscuits-and-crackers', 'en:breads', 'en:crackers-appetizers', 'en:crispbreads']",0,[],[],352.0,0.952,0.19,2.86,13.3,10.5,0.762
breads,Pain de mie american sandwich complet sans sucres ajoutés 600g,3228857002344,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],280.0,6.8,0.5,3.6,8.1,7.7,1.1
breads,Tasty Wholemeal Medium,5010003000339,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",4,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e']",220.0,1.75,0.5,4.0,6.75,10.0,0.888
breads,50/50 Medium Bread,5010092093441,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",3,[],"['en:e282', 'en:e300', 'en:e472e']",235.0,2.25,1.0,8.75,11.8,9.5,0.95
breads,Piadina,5060198642760,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads']",0,[],[],299.0,7.9,1.2,2.4,2.0,8.9,1.475
breads,Grilletines blé complet,3182180002115,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'en:toasted-bread-rolls']",2,[],"['en:e300', 'en:e471']",418.0,10.0,2.0,7.3,6.7,13.0,0.87
breads,Wholemeal Bread,5010044000251,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads']",5,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e', 'en:e481']",228.0,2.23,0.446,2.46,6.47,10.5,0.943
breads,Harrys beau & bon pain de mie farine de ble cereales & graines 320g,3228857001194,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:white-breads', 'en:bread-white-from-wheat-flour-of-the-highest-grade-gost-26987-86', 'en:frozen-breads', 'en:multigrain-sliced-breads']",0,[],[],286.0,6.5,0.7,3.5,6.0,12.0,1.0
breads,Ryvita Multigrain Crispbread,5050974505259,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:biscuits-and-crackers', 'en:breads', 'en:crackers-appetizers', 'en:plain-salty-snacks']",0,[],[],352.0,4.76,0.952,3.81,17.1,12.4,0.571
breads,White Sourdough,252751,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",1,[],['en:e300'],266.0,3.3,0.4,1.5,2.0,9.2,0.00237
breads,Toastie Thick Sliced Soft White Bread,5010044000121,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:white-breads', 'en:sliced-white-bread']",4,[],"['en:e282', 'en:e300', 'en:e472e', 'en:e481']",244.0,2.0,0.5,3.0,2.3,9.1,0.965
breads,Organic Crisp Bread,4033634061020,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:biscuits-and-crackers', 'en:breads', 'en:crackers-appetizers', 'en:crispbreads', 'en:aliments-d-origine-vegetale', 'en:aliments-et-boissons-a-base-de-vegetaux', 'en:amuse-gueules', 'en:biscuits-sucres-biscuits-aperitifs', 'en:cereales-et-pommes-de-terre', 'en:pains', 'en:pains-croustillants', 'en:pains-croustillants-complets', 'en:snacks-sales']",0,[],[],442.0,18.0,4.7,2.4,10.0,18.0,1.8
breads,Italian Original Breadsticks,5018374285577,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:breadsticks']",0,[],[],414.0,7.9,1.4,2.8,2.8,11.2,1.8
breads,Krisprolls complets sans sucres ajoutés,7311070032598,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",0,[],[],400.0,6.92,0.769,3.85,8.46,13.1,1.08
breads,Whole Grain Rye Bread,41005514,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rye-breads']",0,[],[],201.0,1.0,0.1,2.2,7.7,5.2,1.15
breads,White Sourdough Loaf,4088600065991,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:flours', 'en:breads', 'en:bread-flours', 'en:sourdough', 'en:vegetarian']",0,[],[],231.0,0.7,0.1,1.9,4.5,9.4,0.88
breads,"Maestro Cereale avec du Levain, Millet et Quinoa",8008698007389,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:specific-products', 'en:products-for-specific-diets', 'en:breads', 'en:products-without-gluten', 'en:special-breads', 'en:gluten-free-breads', 'en:sliced-breads']",2,[],"['en:e464', 'en:potassium-iodide']",249.0,6.6,0.8,4.1,9.9,4.5,0.97
breads,Hand Finished White Sourdough,5000129341034,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:white-breads', 'en:sourdough-breads']",0,[],[],242.0,2.7,0.3,2.7,5.2,8.0,0.79
breads,Tartines de Pain Blé Complet,3182180060320,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'fr:pain-grille-complet']",1,[],['en:e300'],382.0,5.0,0.8,4.2,8.7,13.0,1.5
breads,4 Greek Style Flatbreads,5012121004336,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",7,[],"['en:e202', 'en:e282', 'en:e330', 'en:e341', 'en:e450', 'en:e450i', 'en:e466', 'en:e500', 'en:e500ii']",255.0,4.2,1.0,2.9,6.7,11.3,0.89
breads,Pain AMS complet,3228857000906,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],253.0,4.5,0.4,4.9,7.2,7.7,1.2
breads,Heudebert Fibre +,3017760363990,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:rusks', 'en:toasts', 'en:multigrain-rusks', 'en:wholemeal-rusks']",1,[],['en:e300'],384.0,5.7,2.2,5.4,12.0,15.0,1.1
breads,Krisprolls complets,7311070032604,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",0,[],[],397.0,6.2,2.1,7.0,7.7,12.0,1.6
breads,Tartines céréales 450g,3760049796384,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:sliced-breads', 'en:multigrain-sliced-breads']",2,[],"['en:e282', 'en:e300']",298.0,10.0,1.0,2.9,5.8,10.0,1.1
breads,Pain de mie complet,6111246910023,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",9,[],"['en:e200', 'en:e202', 'en:e270', 'en:e282', 'en:e300', 'en:e341', 'en:e471', 'en:e472e', 'en:e481']",231.0,2.1,0.12,3.8,5.0,8.0,1.05
breads,Krisprolls,7311070362664,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",0,[],[],432.0,11.0,4.0,10.0,3.0,9.0,0.67
breads,Tortillas de trigo integrales,8480000809421,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads', 'en:wholemeal-breads']",9,[],"['en:e202', 'en:e282', 'en:e296', 'en:e330', 'en:e415', 'en:e422', 'en:e471', 'en:e500', 'en:e500ii', 'en:e920']",271.0,5.8,1.9,2.1,8.5,9.3,1.5
breads,Pain de mie grandes tranches Toastiligne céréales & graines 500g,3760049795479,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads']",2,[],"['en:e282', 'en:e300']",250.0,2.9,0.4,3.8,5.9,11.0,1.0
breads,Biscottes Sans sucres ajoutés Blé complet,3182180001996,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'en:wholemeal-rusks']",1,[],['en:e300'],384.0,6.2,0.7,3.4,12.0,14.0,1.1
breads,Tosta PAN FIBRA & SÉSAMO,8710445020878,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads']",0,[],[],391.0,7.6,1.1,3.0,24.7,13.0,1.13
breads,Trigo Espelta Crackers,8710482532303,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:crispbreads']",0,[],[],440.0,14.0,1.4,3.8,14.0,15.0,1.0
breads,Soft White Medium Bread,5010003000131,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:white-breads', 'en:sliced-white-bread']",5,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e', 'en:e481']",232.0,1.75,0.25,3.5,2.5,8.75,0.887
breads,Protein Thin Bagels,5010044007588,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",7,[],"['en:e282', 'en:e300', 'en:e330', 'en:e466', 'en:e472e', 'en:e481', 'en:e920']",257.0,3.3,0.7,3.2,5.0,13.5,0.885
breads,Wholemeal Pittas,5000119095282,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],241.0,1.2,0.2,2.8,9.7,10.3,0.59
breads,Mission Deli White Wraps,5036034406193,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",6,[],"['en:e202', 'en:e282', 'en:e296', 'en:e422', 'en:e471', 'en:e500']",313.0,7.05,1.15,2.13,3.28,8.03,0.775
breads,Pain de mie grandes tranches 7 cereales,4056489235798,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads', 'en:pain-de-mie']",1,[],['en:e262'],290.0,9.4,1.0,3.4,5.0,10.4,1.0
breads,Wholemeal Pittas,234931,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],241.0,1.25,0.179,2.86,5.18,10.4,1.43
breads,Wraps,8410076472953,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",4,[],"['en:e422', 'en:e450', 'en:e450i', 'en:e471', 'en:e500', 'en:e500ii']",299.0,5.2,1.2,2.1,1.6,9.1,1.0
breads,6 Wholemeal Pittas,4088600276267,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],236.0,1.3,0.3,1.7,8.1,10.0,0.85
breads,8 Pains au lait frais Bio 280g,3284230011884,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:milk-bread-rolls']",0,[],[],345.0,11.0,1.2,8.7,2.4,9.3,0.9
breads,NYC BAGEL Sesame,5020364010151,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",2,[],"['en:e282', 'en:e300']",313.0,4.43,0.0,0.0,0.0,12.9,0.0
breads,Sourdough Wholemeal Ciabattin,5025125000198,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],232.0,1.2,0.2,2.2,6.5,11.7,0.77
breads,Pan de molde con 52% centeno,8480000823021,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:sliced-breads']",6,[],"['en:e200', 'en:e202', 'en:e282', 'en:e330', 'en:e471', 'en:e472e']",265.0,7.8,1.0,2.1,7.5,10.0,1.3
breads,Biscottes sans sel et sans sucre ajoutés,3182189999805,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:specific-products', 'en:products-for-specific-diets', 'en:breads', 'en:products-with-reduced-salt', 'en:rusks', 'en:rusks-without-salt']",1,[],['en:e300'],390.0,3.7,0.5,2.2,7.0,15.0,0.02
