product_name,code,categories_tags,additives_n,additives,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
Soft White Medium Bread,5010003000131,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:white-breads', 'en:sliced-white-bread']",5,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e', 'en:e481']",232.0,1.75,0.25,3.5,2.5,8.75,0.887
Protein Thin Bagels,5010044007588,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",7,[],"['en:e282', 'en:e300', 'en:e330', 'en:e466', 'en:e472e', 'en:e481', 'en:e920']",257.0,3.3,0.7,3.2,5.0,13.5,0.885
Wholemeal Pittas,5000119095282,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],241.0,1.2,0.2,2.8,9.7,10.3,0.59
Mission Deli White Wraps,5036034406193,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",6,[],"['en:e202', 'en:e282', 'en:e296', 'en:e422', 'en:e471', 'en:e500']",313.0,7.05,1.15,2.13,3.28,8.03,0.775
Pain de mie grandes tranches 7 cereales,4056489235798,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads', 'en:pain-de-mie']",1,[],['en:e262'],290.0,9.4,1.0,3.4,5.0,10.4,1.0
Wholemeal Pittas,00234931,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],241.0,1.25,0.179,2.86,5.18,10.4,1.43
Wraps,8410076472953,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",4,[],"['en:e422', 'en:e450', 'en:e450i', 'en:e471', 'en:e500', 'en:e500ii']",299.0,5.2,1.2,2.1,1.6,9.1,1.0
6 Wholemeal Pittas,4088600276267,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],236.0,1.3,0.3,1.7,8.1,10.0,0.85
8 Pains au lait frais Bio 280g,3284230011884,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:milk-bread-rolls']",0,[],[],345.0,11.0,1.2,8.7,2.4,9.3,0.9
NYC BAGEL Sesame,5020364010151,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",2,[],"['en:e282', 'en:e300']",313.0,4.43,0.0,0.0,0.0,12.9,0.0
Sourdough Wholemeal Ciabattin,5025125000198,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],232.0,1.2,0.2,2.2,6.5,11.7,0.77
Pan de molde con 52% centeno,8480000823021,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:sliced-breads']",6,[],"['en:e200', 'en:e202', 'en:e282', 'en:e330', 'en:e471', 'en:e472e']",265.0,7.8,1.0,2.1,7.5,10.0,1.3
Biscottes sans sel et sans sucre ajoutés,3182189999805,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:specific-products', 'en:products-for-specific-diets', 'en:breads', 'en:products-with-reduced-salt', 'en:rusks', 'en:rusks-without-salt']",1,[],['en:e300'],390.0,3.7,0.5,2.2,7.0,15.0,0.02
Pain de mie american sandwich rustique sans sucres ajoutés 500g,3228857002245,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads']",0,[],[],293.0,8.0,0.8,3.0,8.7,11.0,1.0
,3029330069898,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],270.0,4.3,0.5,5.3,6.2,10.0,1.0
Biscottes,7622210416681,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:common-wheat-rusks']",3,[],"['en:e300', 'en:e471', 'en:e481']",165.0,2.9,1.4,2.8,1.4,4.6,0.47
La Biscotte 96% de céréales,7622210416629,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks']",3,[],"['en:e300', 'en:e471', 'en:e481']",408.0,7.3,3.4,6.8,3.6,11.0,1.2
Extra moelleux nature,3228857000883,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'fr:pains-de-mie-blancs-nature']",0,[],[],278.0,5.2,0.5,6.5,5.0,8.1,1.18
Pain complet,3029330071280,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],243.0,3.0,0.3,3.8,6.6,8.7,1.2
Tartines Bio quinoa & graines 450g,3760049798029,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'fr:tartine']",2,[],"['en:e300', 'en:e412']",314.0,11.0,0.9,5.0,5.3,9.1,1.0
Maxi Tranches Sans sucre ajouté Nature,3029330022411,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",0,[],[],249.0,2.8,0.3,4.5,3.4,8.3,1.1
Grilletine Sans sucres ajoutés Blé complet,3182180002542,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",1,[],['en:e300'],411.0,10.0,2.4,2.1,12.7,13.0,0.9
Everyday Tiger Rolls with Sourdough,5025125000174,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:white-breads', 'en:bread-white-from-wheat-flour-of-the-highest-grade-gost-26987-86']",4,[],"['en:e300', 'en:e500', 'en:e503', 'en:e920']",250.0,0.625,0.125,3.5,2.62,9.12,0.859
Pain complet 3 céréales,3229820019192,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:wholemeal-breads', 'fr:pain-complet-3-cereales']",0,[],[],196.0,2.9,0.4,2.0,11.0,5.0,1.1
Cinnamon & Raisin Bagels,5020364010144,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",2,[],"['en:e282', 'en:e300']",272.0,2.12,0.235,10.4,5.18,9.18,0.568
Soft Pittas Easy to Fill Wholemeal,5010044010144,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:wholemeal-soft-pitta']",7,[],"['en:e282', 'en:e300', 'en:e415', 'en:e466', 'en:e471', 'en:e481', 'en:e920']",240.0,2.22,0.635,3.97,5.4,11.9,0.905
Seeded Sourdough Half Bloomer,00363174,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",0,[],[],283.0,5.4,1.1,3.1,3.8,10.7,0.83
