product_name,code,categories_tags,additives_n,additives,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
Râpé aux 3 fromages,3564700451090,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:grated-cheese']",1,[],['en:e460'],347.0,25.0,17.0,0.5,0.0,25.0,1.5
Mascarpone,8000430171013,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:fresh-cheeses', 'en:cream-cheeses', 'en:mascarpone']",1,[],['en:e330'],403.0,41.0,28.0,3.0,,4.5,0.08
Le Carré,20024703,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:fresh-foods', 'en:soft-cheeses-with-bloomy-rind', 'en:pasteurized-cheeses', 'en:carre-de-l-est']",0,[],[],329.0,27.0,18.9,0.1,0.0,21.0,1.6
Féta Bio,3560070530595,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-foods', 'en:goat-cheeses', 'en:greek-cheeses', 'en:pasteurized-cheeses', 'en:sheep-s-milk-cheeses', 'en:feta', 'en:feta-blocs', 'en:aoc-cheeses', 'en:labeled-cheeses', 'fr:produits-aoc', 'fr:produits-labellises']",0,[],[],271.0,23.0,15.0,0.5,,16.0,2.0
Petit chevre frais 200g,3250391289837,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:goat-cheeses', 'en:fresh-cheeses', 'en:fresh-goat-cheese']",0,[],[],204.0,12.0,8.4,2.3,0.0,10.0,0.92
,7622210103253,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cheese-spreads', 'en:cream-cheeses']",3,[],"['en:e202', 'en:e407', 'en:e410']",154.0,12.0,8.1,4.0,0.4,5.9,1.14
Camembert,3250390010586,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:camemberts', 'en:pasteurised-products', 'en:cow-camemberts', 'en:pasteurized-cheeses', 'en:camemberts-from-pasteurized-cow-milk']",0,[],[],271.0,21.0,15.0,0.5,0.5,19.0,1.4
Fromage Blanc nature,3245414098756,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:plain-fermented-dairy-desserts', 'fr:fromages-blancs', 'en:cream-cheeses', 'fr:fromages-blancs-natures']",0,[],[],71.0,3.0,1.9,4.4,,6.5,0.13
Cheddar curado,8480000516305,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:cheeses-from-the-united-kingdom', 'en:cheeses-from-england', 'en:cheddar-cheese']",0,[],[],410.0,34.4,21.7,0.5,,25.0,1.8
Deliciously creamy French Cheese,3073780865661,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:french-cheeses']",1,[],"['en:e160b', 'en:e160bii']",326.0,26.0,18.0,0.5,0.0,21.0,1.8
Ricotta italiano,8002710333111,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:ricotta']",1,[],['en:e330'],143.0,11.0,7.7,2.5,,8.5,0.5
Извара 9%,20223298,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cottage-cheeses']",0,[],[],156.0,9.0,6.3,2.7,0.0,16.0,0.11
Mature Grated Cheddar,5000436510826,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:cheeses-from-the-united-kingdom', 'en:cheeses-from-england', 'en:cheddar-cheese', 'en:grated-cheese', 'en:mature-cheddar']",0,[],[],415.0,34.2,21.3,0.1,0.0,24.9,1.74
Ricotta,4056489720164,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:ricotta']",1,[],['en:e330'],96.0,6.0,4.2,3.2,0.0,7.0,0.45
Schafskäse,3023260033424,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:greek-cheeses', 'en:feta', 'en:kase']",0,[],[],272.0,23.0,16.0,0.8,,16.0,2.8
