product_name,code,categories_tags,additives_n,additives,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
Vanilla Ice Cream,3415581101928,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",0,[],[],251.0,17.0,10.4,18.8,0.0,4.3,0.16
Noisetta,6111255771196,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",9,[],"['en:e102', 'en:e132', 'en:e304', 'en:e307', 'en:e407', 'en:e410', 'en:e412', 'en:e471', 'en:e472']",542.0,32.9,7.3,57.3,,3.1,0.05
Traditional Dairy Ice Cream,5012262004011,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",4,[],"['en:e401', 'en:e412', 'en:e422', 'en:e471']",184.0,10.3,6.4,18.2,,4.0,0.1675
Ванилов сладолед с парчета бисквити с шоколадов чипс и шоколадови парчета,8711327373105,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:luxury-ice-cream-in-a-cup']",2,[],"['en:e407', 'en:e412']",273.0,15.0,9.2,25.0,0.6,4.1,0.17
Nutella-Eis,8000500425183,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",6,[],"['en:e322', 'en:e407', 'en:e412', 'en:e466', 'en:e471', 'en:e477']",344.0,23.0,9.7,29.0,,4.1,0.1125
Carte D'Or Les Essentiels Glace Crème Glacée Vanille 700ml,8711327615380,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",4,[],"['en:e160', 'en:e412', 'en:e417', 'en:e471']",96.0,4.4,2.9,9.1,0.5,1.2,0.06
Swedish Glace dairy-free smooth Vanilla,8714100590430,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",5,[],"['en:e160a', 'en:e407', 'en:e410', 'en:e412', 'en:e471']",174.0,5.8,4.9,22.0,,1.0,0.11
Chocolate Fudge Brownie,8711327370708,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:chocolate-ice-cream-tubs']",3,[],"['en:e407', 'en:e412', 'en:e500', 'en:e500i']",218.0,11.0,6.8,23.0,1.74,3.7,0.2
Clotted Cream Ice Cream,5010238020355,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:ice-cream-in-a-box']",4,[],"['en:e160a', 'en:e410', 'en:e412', 'en:e471']",230.0,15.0,9.5,17.3,0.2,3.1,0.1
Magadascan Vanilla,8711327529793,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",5,[],"['en:e160a', 'en:e410', 'en:e412', 'en:e417', 'en:e471']",186.0,7.5,6.7,19.0,0.5,2.1,0.08
Taste the Difference vanilla ice cream,00393645,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",0,[],[],221.0,14.4,10.6,17.5,1.32,3.97,0.143
Eis Mandel,4056489223368,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate', 'en:vanilla-ice-cream-bars-coated-with-milk-chocolate-and-almonds']",4,[],"['en:e322', 'en:e412', 'en:e471', 'en:e476']",347.0,22.5,13.7,26.9,1.5,5.6,0.08
Organic Vanilla Ice Cream,5000169595336,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",0,[],[],199.0,12.3,8.1,17.8,0.5,4.0,0.13
Strawberries & Cream Ice Cream,3415581105926,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",0,[],[],240.0,15.0,10.0,21.8,0.2,4.0,0.15
Glaces Amande,8711327608665,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate', 'en:vanilla-ice-cream-bars-coated-with-milk-chocolate-and-almonds']",6,[],"['en:e160', 'en:e322', 'en:e407', 'en:e412', 'en:e417', 'en:e471']",249.0,15.0,9.4,21.0,,3.5,0.1
Deluxe Madagascar Vanilla Ice Cream,4056489977681,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",0,[],[],249.0,16.9,10.9,19.9,0.5,4.3,0.1175
Salted Caramel Ice Cream,3415581114928,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",2,[],"['en:e322', 'en:e322i', 'en:e440']",261.0,14.7,9.5,21.5,,4.0,0.49025
Belgian Chocolate Ice Cream,3415581113921,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:chocolate-ice-cream-tubs']",1,[],"['en:e322', 'en:e322i']",313.0,20.0,12.7,24.4,2.2,4.5,0.1275
Vanilla Ice Cream,5036589250838,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",0,[],[],144.0,9.3,5.7,11.9,,2.9,0.1
Mini Mix Classic,4056489223351,"['en:plant-based-foods-and-beverages', 'en:dairy-substitutes', 'en:desserts', 'en:frozen-foods', 'en:vegan-products', 'en:frozen-desserts', 'en:non-dairy-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:plant-based-ice-creams', 'en:ice-cream-bars', 'en:ice-cream-tubs', 'en:ice-cream-bars-coated-with-chocolate', 'en:vanilla-ice-cream-tubs']",4,[],"['en:e322', 'en:e412', 'en:e471', 'en:e476']",341.0,22.1,15.1,27.6,1.6,4.2,0.07
Strawberry Cheesecake Ice Cream,3415581176025,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",2,[],"['en:e440', 'en:e500', 'en:e500ii']",253.0,13.6,9.3,25.7,0.4,3.6,0.7875
Ben&Jerry's Half Baked 465ml,8711327371002,"['en:dairies', 'en:desserts', 'en:dairy-desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:luxury-ice-cream-in-a-cup']",1,[],['en:e407'],230.0,12.0,7.1,23.0,1.3,3.6,0.18
Viennetta Vanille,8000920200025,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",5,[],"['en:e407', 'en:e412', 'en:e417', 'en:e442', 'en:e471']",117.0,6.6,5.8,9.6,0.5,1.0,0.04
Vanille,3415581101010,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs', 'de:vanilleeis']",0,[],[],250.0,16.9,11.3,19.9,0.0,4.3,0.16
Extrême original - vanille pépites de nougatine,7613034975386,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-cones', 'fr:creme-glace']",4,[],"['en:e160', 'en:e322', 'en:e412', 'en:e471']",296.0,14.0,10.0,29.0,0.9,3.4,0.1275
Helado proteínas plátano brownie,8480000864819,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",6,[],"['en:e407', 'en:e410', 'en:e412', 'en:e471', 'en:e955', 'en:e968']",147.0,4.8,3.4,10.0,,9.3,0.2
Salted caramel & Australian macadamia,5900130030630,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate']",6,[],"['en:e322', 'en:e322i', 'en:e412', 'en:e440', 'en:e471', 'en:e476']",360.0,21.0,12.0,30.0,0.8,3.8,0.28
Crème glacée Vanille gousses entières de Madagascar 450G/750ml,3760039982056,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",2,[],"['en:e412', 'en:e471']",172.0,10.0,5.9,18.0,,4.0,0.03
Vanilla Clotted Ice Cream,5060081113735,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",2,[],"['en:e410', 'en:e412']",148.0,9.3,5.7,12.6,,2.9,0.1
Mini Almond,8711327611924,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate', 'en:vanilla-ice-cream-bars-coated-with-milk-chocolate-and-almonds']",6,[],"['en:e160a', 'en:e322', 'en:e407', 'en:e412', 'en:e417', 'en:e471']",304.0,18.8,11.6,26.0,1.0,4.2,0.0003
Glace Macadamia Nut Brittle,12131900,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:desserts-glaces', 'en:surgeles']",0,[],[],274.0,17.3,10.6,24.2,,4.0,0.16
Solero Batonnet Glace Parfum Exotic 3x90ml,8712100889288,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-fruit-sorbet']",5,[],"['en:e160', 'en:e330', 'en:e412', 'en:e417', 'en:e471']",108.0,2.3,2.1,19.0,1.5,1.3,0.06
Magnum Glace Bâtonnet Amande 8x100ml,8711327609648,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate', 'en:vanilla-ice-cream-bars-coated-with-milk-chocolate-and-almonds']",6,[],"['en:e160', 'en:e322', 'en:e407', 'en:e412', 'en:e417', 'en:e471']",332.0,20.0,13.0,28.0,1.1,4.6,0.14
Magnum Glace Bâtonnet Vanille & Chocolat Classic 4x100ml,8711327606234,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate', 'en:vanilla-ice-cream-bars-coated-with-milk-chocolate']",6,[],"['en:e160', 'en:e322', 'en:e407', 'en:e412', 'en:e417', 'en:e471']",231.0,14.0,9.8,20.0,,2.5,0.09
"Magnum Glace Bâtonnet Mini Classique, Amande & Chocolat Blanc 6x55ml",8711327609082,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate']",6,[],"['en:e160', 'en:e322', 'en:e407', 'en:e412', 'en:e417', 'en:e471']",328.0,15.0,11.0,21.0,,2.6,0.09
Macadamia Nut Brittle Pint,3415581122015,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",1,[],"['en:e500', 'en:e500ii']",264.0,16.4,10.7,25.0,0.1,3.9,0.22
Ben & Jerry's Glace en Pot Peanut Butter Cup 465ml,8711327374515,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:luxury-ice-cream-in-a-cup', 'fr:glace-au-beurre-de-cacahuetes']",3,[],"['en:e322', 'en:e322i', 'en:e407', 'en:e412']",283.0,19.0,11.0,21.0,1.2,5.9,0.4
Cookies & Cream 460 ml,3415581152920,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",0,[],[],262.0,16.3,11.1,20.8,0.3,4.4,0.17
Twister Mini Pineapple Ananas,8711327576810,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-pops', 'ru:lody-ananasowe']",6,[],"['en:e100', 'en:e140', 'en:e140i', 'en:e330', 'en:e412', 'en:e417', 'en:e471']",100.0,0.6,0.5,17.0,,0.5,0.03
Madagascan Vanilla Ice Cream,5000169263594,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",0,[],[],242.0,16.3,10.9,19.5,0.5,4.2,0.13
Snickers Ice Cream New Recipe,5000159541374,"['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:confectioneries', 'en:frozen-foods', 'en:bars', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:frozen-bars', 'fr:snickers-ice-cream']",4,[],"['en:e407', 'en:e410', 'en:e412', 'en:e471']",376.0,22.1,10.4,27.6,,6.51,0.265
Snickers Ice Cream x6,5000159541336,"['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:frozen-foods', 'en:chocolate-candies', 'en:frozen-desserts', 'en:bars', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:candy-chocolate-bars', 'en:frozen-bars', 'fr:barres-chocolatees-aux-fruits-oleagineux']",5,[],"['en:e322', 'en:e322i', 'en:e407', 'en:e410', 'en:e412', 'en:e471']",340.0,19.9,9.52,23.8,,5.96,0.238
Soft scoop,8712566291144,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",7,[],"['en:e100', 'en:e160b', 'en:e407', 'en:e410', 'en:e412', 'en:e417', 'en:e471']",180.0,6.3,5.7,17.0,,1.8,0.0875
Gelatelli Chocolate,4056489238614,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:chocolate-ice-cream-tubs']",3,[],"['en:e412', 'en:e471', 'en:e968']",41.9,1.13,0.792,3.09,3.09,3.17,0.000189
Magnum Glace Bâtonnet Deluxe Chocolat 4x85ml,8711327576865,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate']",7,[],"['en:e14xx', 'en:e407', 'en:e412', 'en:e417', 'en:e442', 'en:e471', 'en:e476']",276.0,17.0,12.0,24.0,,3.3,0.07
Sorbet Le Cacao,3270160840298,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:sorbets']",0,[],[],149.0,2.5,1.6,23.0,4.0,4.0,0.05
Crème glacée vanille,3560071016661,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:ice-cream-in-a-box', 'en:vanilla-ice-cream-tubs']",2,[],"['en:e160', 'en:e471']",184.0,8.4,5.6,21.0,0.5,2.0,0.14
Glace Vanille Bourbon,3274664225674,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",3,[],"['en:e160', 'en:e412', 'en:e471']",183.0,6.0,4.0,21.0,0.5,1.4,0.14
Glace vanille pécan,3415581115017,"['en:plant-based-foods-and-beverages', 'en:dairy-substitutes', 'en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-and-pecan-ice-cream-tubs']",0,[],[],265.0,18.3,8.5,19.5,0.8,4.9,0.34
"LIDL EIS Häagen-Dazs Salted Caramel Pint400ml 3.99€ 1l 9,98€",3415581114713,"['en:snacks', 'en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:cremes-glacees-en-pot', 'en:desserts-glaces', 'en:glaces', 'en:glaces-et-sorbets', 'en:snacks-sucres', 'en:surgeles']",2,[],"['en:e322', 'en:e440']",275.0,16.3,10.9,24.4,0.0,4.0,0.5
Favorite selection mini cups,12327200,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",1,[],['en:e440'],252.0,16.1,10.8,20.4,0.3,4.3,0.19
Kinder Chocolate Ice Cream,8000500406427,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",5,[],"['en:e322', 'en:e322i', 'en:e407', 'en:e412', 'en:e471']",370.0,24.2,15.2,29.7,,6.1,0.3
Häagen Dazs pralines cream,3415581153026,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",1,[],['en:e440'],263.0,14.9,9.1,27.6,0.2,4.0,0.31
Honeycomb ice cream,5012262004516,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",5,[],"['en:e401', 'en:e412', 'en:e422', 'en:e471', 'en:e500', 'en:e500ii']",201.0,10.3,6.4,22.0,,3.8,0.168
Magnum vegan chill blueberry cookie,8711327622678,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate']",5,[],"['en:e322', 'en:e322i', 'en:e330', 'en:e407', 'en:e412', 'en:e500']",305.0,17.0,11.0,26.0,,1.6,0.06
Cookie Dough,8711327637696,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",3,[],"['en:e322', 'en:e407', 'en:e412']",273.0,15.0,9.2,25.0,,4.1,0.17
Premium Bourbon - Dairy ice cream,40875125,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",3,[],"['en:e160', 'en:e412', 'en:e471']",213.0,12.5,11.4,19.6,0.2,3.0,0.05
Le Yaourt,3270160730902,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:frozen-yogurts']",0,[],[],193.0,10.0,7.0,15.0,0.5,4.2,0.0003
B&j vanille pecan 465ml,8711327374256,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-and-pecan-ice-cream-tubs']",5,[],"['en:e330', 'en:e407', 'en:e412', 'en:e440', 'en:e500', 'en:e500ii']",236.0,14.0,7.9,22.0,0.5,3.6,0.32
Glaces chocolat blanc et caramel pécan,5900130034980,"['en:desserts', 'en:frozen-foods', 'en:specific-products', 'en:frozen-desserts', 'en:products-for-specific-diets', 'en:ice-creams-and-sorbets', 'en:products-without-gluten', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-tubs', 'en:ice-cream-bars-coated-with-chocolate', 'fr:glaces-au-caramel']",7,[],"['en:e14xx', 'en:e322', 'en:e322i', 'en:e412', 'en:e415', 'en:e440', 'en:e471', 'en:e476']",247.0,15.0,8.1,19.0,0.5,3.4,0.26
Traditional Real Dairy Ice Cream,5012262004028,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs']",3,[],"['en:e400', 'en:e422', 'en:e471']",184.0,10.3,6.4,18.3,,4.0,0.138
Ferrero Rocher classic,8000500363539,"['en:snacks', 'en:desserts', 'en:frozen-foods', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:frozen-desserts', 'en:chocolate-candies', 'en:ice-creams-and-sorbets', 'en:bonbons', 'en:ice-creams']",3,[],"['en:e322', 'en:e412', 'en:e471']",390.0,27.8,14.0,26.2,0.0,5.0,0.177
Magnum double gold caramel billionaire,8711327483729,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate']",8,[],"['en:e322', 'en:e407', 'en:e410', 'en:e412', 'en:e417', 'en:e471', 'en:e476', 'en:e500']",278.0,14.0,9.7,25.0,0.5,3.7,0.29
Caramel collection,12137700,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:cremes-glacees-en-pot']",3,[],"['en:e322', 'en:e322i', 'en:e440', 'en:e500', 'en:e500ii']",267.0,15.6,10.0,24.7,0.256,4.23,0.202
Blueberries & cream,12137000,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",0,[],[],245.0,16.1,9.9,18.5,,4.0,0.17
Viennetta Dessert Glacé Caramel Salé 7 parts,8711327591011,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",6,[],"['en:e322', 'en:e407', 'en:e412', 'en:e417', 'en:e471', 'en:e472c']",125.0,7.5,6.5,9.9,0.5,1.0,0.17
Glace Café Arabica de Colombie,8711327615090,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:luxury-ice-cream-in-a-box']",3,[],"['en:e412', 'en:e417', 'en:e471']",117.0,4.7,3.2,13.0,0.5,1.7,0.07
Magnum Ice Cream Lolly ALMOND 110 ML,8711327609341,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars']",6,[],"['en:e160a', 'en:e322', 'en:e407', 'en:e412', 'en:e417', 'en:e471']",276.0,17.0,9.96,23.24,,3.9,0.00029
,5057967164523,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",1,[],['en:e410'],231.0,16.0,10.7,15.9,0.3,4.2,0.04
Push up haribo,8712566344321,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams']",8,[],"['en:e330', 'en:e401', 'en:e407', 'en:e412', 'en:e428', 'en:e471', 'en:e901', 'en:e903']",107.0,2.2,2.0,14.0,,1.3,0.09
Mars ice cream x6,5000159541459,"['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:frozen-foods', 'en:bars', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:frozen-bars']",5,[],"['en:e322', 'en:e322i', 'en:e407', 'en:e410', 'en:e412', 'en:e471']",266.0,14.0,8.5,24.0,,3.1,0.1775
Phish food,8711327373013,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:luxury-ice-cream-in-a-cup']",3,[],"['en:e322', 'en:e322i', 'en:e412', 'en:e440']",273.0,13.0,8.9,27.0,,3.6,0.17
Magnum Glace Bâtonnet Citron Euphoria 3x90ml,8711327623057,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate']",8,[],"['en:e163', 'en:e290', 'en:e322', 'en:e330', 'en:e407', 'en:e412', 'en:e417', 'en:e471']",240.0,14.0,9.1,22.0,0.5,2.9,0.11
Bounty Ice cream,5000159483063,"['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:frozen-foods', 'en:chocolate-candies', 'en:frozen-desserts', 'en:bars', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:frozen-bars']",5,[],"['en:e407', 'en:e410', 'en:e412', 'en:e471', 'en:e500']",269.0,16.0,11.0,22.0,,3.2,0.117
Mars Ice Cream x7,5000159541435,"['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:frozen-foods', 'en:chocolate-candies', 'en:frozen-desserts', 'en:bars', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:candy-chocolate-bars', 'en:caramel-chocolate-bars', 'en:frozen-bars']",4,[],"['en:e322', 'en:e322i', 'en:e407', 'en:e410', 'en:e412']",330.0,17.5,8.5,24.0,,3.75,0.19
Ben & Jerry's Glace en Pot Sundae Cookie Vermont-ster 427ml,8711327539624,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:luxury-ice-cream-in-a-cup']",5,[],"['en:e322', 'en:e407', 'en:e412', 'en:e500', 'en:e500ii', 'en:e503']",226.0,13.0,6.4,21.0,2.0,3.1,0.17
Carte D'Or Les Essentiels Glace Crème Glacée Crème de Vanille 700ml,8711327615229,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",3,[],"['en:e412', 'en:e417', 'en:e471']",104.0,4.4,3.0,11.0,0.5,1.3,0.07
Mr. Freeze Big Pop,5060191280105,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-pops']",4,[],"['en:e202', 'en:e330', 'en:e422', 'en:e466']",47.0,0.0,0.0,11.2,0.0,0.1,0.03
Bourbon Vanilla,20810382,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",2,[],"['en:e160', 'en:e412']",219.0,11.8,10.8,21.3,0.2,2.6,0.05
